caption_id,caption,caption_rephrased
557,"This old-school Latin house inspired DJ track features eccentric and modern sounding electronic music, melodic singing by a female vocal, and a funky fuzzy bass line accompanied by electronic drums that will get you moving and grooving to the freestyle dance beat.","Recommend a DJ track with eccentric Latin-inspired beats, melodic female vocals, funky bassline, and electronic drums for a freestyle dance party vibe."
558,"This R&B track combines the soulful melodies of a saxophone with groovy synth chords and energetic electronic drums, creating a playful and nostalgic 90s vibe.",I'm looking for an R&B track that combines soulful sax melodies with groovy synth chords and energetic electronic drums to create a playful and nostalgic 90s vibe.
559,"Featuring a male singer with a bouncy and catchy tune, 'Three Letter Spell' is an educational children's song that makes learning to spell an absolute blast with its medium tempo, boomy bass drops, and keyboard harmonies, accompanied by vocal backup and fingers snapping, making it an impressionable and simple kindergarten song that teaches spelling made easy the fun way.","Recommend a catchy children's song with a male singer featuring bouncy and educational lyrics about spelling, incorporating boomy bass drops and keyboard harmonies."
560,"Transport yourself to a mystical realm with this low-quality, muffled masterpiece that combines the dynamic orchestra with a mellow strings section, simple plucked harp, and mystical woodwinds, all accompanied by the soothing sounds of water and metallic effects.","I'd love to recommend some music that combines orchestral grandeur with mellow strings, plucked harp, and mystical woodwinds, accompanied by the sounds of water and metallic effects, if you have any suggestions for such a piece."
561,"This low quality jazz track will transport you to a smoky nightclub, with its groovy piano melody, groovy double bass, shimmering shakers, and soft hi hats, providing the perfect background music for a smooth, easygoing, chill and relaxing evening.","I'd love to hear a jazz track with a groovy piano melody, double bass, shakers, and soft hi hats that evokes the smoky atmosphere of a nightclub for a smooth and relaxing evening."
562,"This instrumental jam is a smooth blend of jazz and bossa nova, featuring a meditative electric guitar solo, a soft and sensual bass guitar groove, and understated acoustic drums, creating a tranquil ambiance that elevates the listener to a state of pure relaxation.","""Recommend an instrumental track with a smooth blend of jazz and bossa nova elements, featuring a meditative electric guitar solo, sensual bass groove, and understated drums, perfect for creating a tranquil ambiance."""
564,"Experience a hauntingly beautiful blend of ambient/electro and experimental music with ominous synth sounds, a slow tempo, and an enigmatic vibe that will leave you captivated by the dark and mysterious melodies.","Recommend music with a hauntingly beautiful blend of ambient/electro and experimental elements featuring ominous synth sounds, slow tempo, and enigmatic vibe."
565,"Experience the spirited and passionate sound of authentic Carnatic music as you listen to this live performance featuring the soulful sounds of nadaswaram playing, accompanied by double reed instruments producing drone harmony tones, in a medium tempo, alongside the ethereal ambiance of ambient noise, lending an emotional quality to the lyrical melody, all captured in an amateur quality recording, be transported to the heart of Indian classical music.","I'm looking for a music recommendation that features authentic Carnatic music with a live performance of nadaswaram and double reed instruments in medium tempo, accompanied by ambient noise to create an emotional quality, captured in an amateur recording style."
566,"Experience the soulful sounds of bluesrock with electrifying e-guitars, grooving e-bass, dynamic acoustic drums, and a slow tempo that will transport you to another era.","I'd like to listen to bluesrock music with electric guitars, bass, and drums that combines energetic instrumentation with a laid-back tempo."
567,This experimental and cinematic song features skurrile pad/whale singing sounds but has an amateur recording quality that adds a unique and raw element to the track.,"""Recommend a song with an experimental/cinematic vibe featuring unusual instrumental/sound design elements, such as whale singing sounds, but with a lo-fi or amateur recording quality to give it a raw and unique feel."""
568,"This live instrumental jam features a single didgeridoo played in a low-to-medium range, creating a unique and eccentric tribal sound that mesmerizes the audience.",I'm looking for music with a similar vibe to this live instrumental jam featuring a didgeridoo in a low-to-medium range creating a unique tribal sound.
569,"This live performance song blends energetic afrobeat rhythms with a vibrant and colorful arrangement of electric guitar, bass guitar, keyboard, saxophone, acoustic drums and percussion, all complementing the playful male vocals in a blend of explosive sound.","I'd love to hear a song that blends energetic afrobeat rhythms with a vibrant arrangement of electric guitar, bass guitar, keyboard, saxophone, and percussion, featuring playful male vocals."
